chr	start_bl6	end_bl6	summit_bl6	intensity	intensity_class	start_own	end_own	summit_own
1	15997955	15998243	15998126	241.933333333333	2	15997955	15998243	15998126
1	16006514	16006882	16006720	138	2	16006514	16006882	16006720
1	16103695	16103911	16103789	92.4	1	16103695	16103911	16103789
1	16104181	16104482	16104321	217.34978224325	2	16104181	16104482	16104321
1	16162106	16162249	16162190	30.4	1	16162106	16162249	16162190
1	16189458	16189626	16189564	30.4	1	16189458	16189626	16189564
1	16218473	16218965	16218680	583.471879705205	4	16218473	16218965	16218680
1	16299171	16299420	16299225	75.6	1	16299171	16299420	16299225
1	16300219	16300373	16300287	31.8	1	16300219	16300373	16300287
1	16389355	16389510	16389423	37.6	1	16389355	16389510	16389423
1	16560998	16561185	16561050	56.3333333333333	1	16560998	16561185	16561050
1	16597619	16597852	16597782	98.0666666666667	1	16597619	16597852	16597782
1	16609209	16609509	16609347	94.0666666666667	1	16609209	16609509	16609347
1	16772589	16772734	16772654	29.2666666666667	1	16772589	16772734	16772654
1	16786541	16786732	16786692	31.8	1	16786541	16786732	16786692
1	20048515	20048735	20048554	79.1333333333333	1	20048515	20048735	20048554
1	20059840	20060257	20060002	685.910862650172	5	20059840	20060257	20060002
1	20084604	20084699	20084660	24.8	1	20084604	20084699	20084660
1	20122077	20122376	20122196	185.866666666667	2	20122077	20122376	20122196
1	20296301	20296530	20296416	139.666666666667	2	20296301	20296530	20296416
1	20810294	20810713	20810556	678.620340239921	5	20810294	20810713	20810556
1	20930294	20930463	20930360	113.2	2	20930294	20930463	20930360
1	21021492	21021706	21021572	80.9333333333333	1	21021492	21021706	21021572
1	21028044	21028179	21028132	37.6	1	21028044	21028179	21028132
1	21068471	21068800	21068688	86.4666666666667	1	21068471	21068800	21068688
1	21122399	21122729	21122592	151.466666666667	2	21122399	21122729	21122592
1	21219460	21219596	21219504	24.8	1	21219460	21219596	21219504
1	21221764	21222340	21222048	377.733333333333	3	21221764	21222340	21222048
1	21230364	21230774	21230536	744.306240022028	5	21230364	21230774	21230536
1	21231459	21231678	21231620	47.5333333333333	1	21231459	21231678	21231620
1	21236363	21236569	21236472	162.733333333333	2	21236363	21236569	21236472
1	21243050	21243406	21243284	215.466666666667	2	21243050	21243406	21243284
1	21256689	21256815	21256766	25.8	1	21256689	21256815	21256766
1	21294345	21294677	21294518	331.2	3	21294345	21294677	21294518
1	21294738	21295091	21294900	244	2	21294738	21295091	21294900
1	21295712	21295973	21295806	205.266666666667	2	21295712	21295973	21295806
1	21305917	21306233	21306076	368.22719060271	3	21305917	21306233	21306076
1	21310396	21310649	21310536	805.094971653066	5	21310396	21310649	21310536
1	21316774	21317276	21316938	1372.45134567572	9	21316774	21317276	21316938
1	21521122	21521225	21521160	24.8	1	21521122	21521225	21521160
1	22106676	22107186	22106772	191.733333333333	2	22106676	22107186	22106772
1	22123267	22123467	22123380	61.5333333333333	1	22123267	22123467	22123380
1	22126760	22127024	22126884	322	3	22126760	22127024	22126884
1	22306043	22306384	22306184	139.666666666667	2	22306043	22306384	22306184
1	22652194	22652503	22652348	203.319001182893	2	22652194	22652503	22652348
1	22658708	22658959	22658796	72	1	22658708	22658959	22658796
1	22679432	22679654	22679584	84.6	1	22679432	22679654	22679584
1	22744393	22744556	22744496	54.4666666666667	1	22744393	22744556	22744496
1	22917785	22918142	22917938	528.372942051099	4	22917785	22918142	22917938
1	23003542	23003874	23003694	1183.23687085755	8	23003542	23003874	23003694
1	23068908	23069124	23068952	64.9670527116064	1	23068908	23069124	23068952
1	23153363	23153713	23153608	88.4	1	23153363	23153713	23153608
1	23170236	23170791	23170678	618.019128489824	4	23170236	23170791	23170678
1	23194424	23194636	23194484	54.4666666666667	1	23194424	23194636	23194484
1	23244469	23244729	23244640	109.266666666667	1	23244469	23244729	23244640
1	23245086	23245392	23245180	201.4	2	23245086	23245392	23245180
1	23261163	23261314	23261276	29.2666666666667	1	23261163	23261314	23261276
1	23263757	23263927	23263800	30.4	1	23263757	23263927	23263800
1	23268366	23268472	23268422	36	1	23268366	23268472	23268422
1	23272830	23273091	23272976	147.8	2	23272830	23273091	23272976
1	23309414	23309510	23309466	58.1333333333333	1	23309414	23309510	23309466
1	23327669	23327861	23327802	44.1333333333333	1	23327669	23327861	23327802
1	23418421	23418778	23418542	221.330558535774	2	23418421	23418778	23418542
1	23440648	23440850	23440710	58.1333333333333	1	23440648	23440850	23440710
1	23487621	23487813	23487732	44.1333333333333	1	23487621	23487813	23487732
1	23487820	23488249	23488118	241.933333333333	2	23487820	23488249	23488118
1	23491594	23491905	23491684	215.466666666667	2	23491594	23491905	23491684
1	23886065	23886277	23886176	136	2	23886065	23886277	23886176
1	24014426	24014704	24014570	141.866666666667	2	24014426	24014704	24014570
1	24104596	24104780	24104716	64.9670527116064	1	24104596	24104780	24104716
1	24114199	24114546	24114352	507.655556223180	4	24114199	24114546	24114352
1	24114949	24115275	24115138	255.307904984151	3	24114949	24115275	24115138
1	24115414	24115587	24115494	37.6	1	24115414	24115587	24115494
1	24134839	24134953	24134912	29.2666666666667	1	24134839	24134953	24134912
1	24757186	24757489	24757342	249.733333333333	3	24757186	24757489	24757342
1	24800441	24800728	24800560	182.066666666667	2	24800441	24800728	24800560
1	24819249	24819517	24819392	122.866666666667	2	24819249	24819517	24819392
1	26319888	26320156	26320056	178.666666666667	2	26319888	26320156	26320056
1	26409698	26409847	26409796	51.1145989336111	1	26409698	26409847	26409796
1	28110901	28111125	28110980	82.7333333333333	1	28110901	28111125	28110980
1	30640749	30641067	30640908	176.4	2	30640749	30641067	30640908
1	30867549	30867688	30867622	30.4	1	30867549	30867688	30867622
1	30876090	30876234	30876132	27.9333333333333	1	30876090	30876234	30876132
1	30929566	30929870	30929684	51.1145989336111	1	30929566	30929870	30929684
1	30931407	30931621	30931540	70.1333333333333	1	30931407	30931621	30931540
1	30977783	30977981	30977832	64.9670527116064	1	30977783	30977981	30977832
1	30994424	30994601	30994484	40.5333333333333	1	30994424	30994601	30994484
1	31007108	31007353	31007256	225.266666666667	2	31007108	31007353	31007256
1	31049027	31049214	31049136	39	1	31049027	31049214	31049136
1	31051074	31051260	31051164	147.8	2	31051074	31051260	31051164
1	31070081	31070446	31070286	244	2	31070081	31070446	31070286
1	31072178	31072391	31072260	49.4	1	31072178	31072391	31072260
1	31072913	31073309	31073082	633.068747036282	5	31072913	31073309	31073082
1	31074427	31074768	31074638	191.733333333333	2	31074427	31074768	31074638
1	31076041	31076547	31076238	517.563293835284	4	31076041	31076547	31076238
1	31090699	31091159	31090920	700.807857549154	5	31090699	31091159	31090920
1	31092816	31093080	31092920	170.710805646646	2	31092816	31093080	31092920
1	31093195	31093309	31093268	27.9333333333333	1	31093195	31093309	31093268
1	31107188	31107496	31107336	343.322727448419	3	31107188	31107496	31107336
1	31129797	31130355	31130116	1147.69521602345	8	31129797	31130355	31130116
1	31150802	31151234	31150992	667.531896453421	5	31150802	31151234	31150992
1	31151587	31151988	31151814	475.189729674039	4	31151587	31151988	31151814
1	31153156	31153579	31153424	1197.45602538546	8	31153156	31153579	31153424
1	31154142	31154337	31154224	68.5333333333333	1	31154142	31154337	31154224
1	31210001	31210252	31210116	219.533333333333	2	31210001	31210252	31210116
1	31210831	31211104	31210964	86.4666666666667	1	31210831	31211104	31210964
1	31232304	31232473	31232392	37.6	1	31232304	31232473	31232392
1	31240066	31240216	31240152	36	1	31240066	31240216	31240152
1	33088961	33089131	33089060	49.4	1	33088961	33089131	33089060
1	33099280	33099667	33099468	750.548148427521	5	33099280	33099667	33099468
1	33152453	33152689	33152564	160.83909114751	2	33152453	33152689	33152564
1	33153714	33154103	33153920	541.700457474561	4	33153714	33154103	33153920
1	33155835	33156113	33155952	251.466666666667	3	33155835	33156113	33155952
1	33270792	33271058	33270932	688.997494361122	5	33270792	33271058	33270932
1	33271194	33271592	33271388	519.57961042367	4	33271194	33271592	33271388
1	33271748	33272021	33271884	153.266666666667	2	33271748	33272021	33271884
1	33279957	33280057	33280018	24.8	1	33279957	33280057	33280018
1	33294124	33294399	33294180	77.3148496517	1	33294124	33294399	33294180
1	33440667	33440878	33440794	52.8	1	33440667	33440878	33440794
1	33790900	33791180	33791056	431.991344227323	3	33790900	33791180	33791056
1	33811951	33812204	33812044	63.3333333333333	1	33811951	33812204	33812044
1	33813758	33813925	33813796	39	1	33813758	33813925	33813796
1	34004912	34005204	34005064	130.2	2	34004912	34005204	34005064
1	34053086	34053230	34053176	51.1145989336111	1	34053086	34053230	34053176
1	34160467	34160878	34160684	712.166018637223	5	34160467	34160878	34160684
1	34221646	34221819	34221716	64.9670527116064	1	34221646	34221819	34221716
1	34224411	34224516	34224476	51.1145989336111	1	34224411	34224516	34224476
1	34293337	34293475	34293384	25.8	1	34293337	34293475	34293384
1	34294543	34294654	34294604	24.8	1	34294543	34294654	34294604
1	34294682	34295000	34294848	182.066666666667	2	34294682	34295000	34294848
1	34309211	34309429	34309372	90.338776761849	1	34309211	34309429	34309372
1	34367751	34368070	34368008	141.866666666667	2	34367751	34368070	34368008
1	34456620	34456805	34456724	126.266666666667	2	34456620	34456805	34456724
1	34472254	34472386	34472324	34.6666666666667	1	34472254	34472386	34472324
1	34490108	34490285	34490144	34.6666666666667	1	34490108	34490285	34490144
1	34491687	34491886	34491812	66.6	1	34491687	34491886	34491812
1	34496080	34496386	34496192	136	2	34496080	34496386	34496192
1	34542265	34542497	34542384	101.933333333333	1	34542265	34542497	34542384
1	34542756	34542974	34542840	229.244646236407	2	34542756	34542974	34542840
1	34880234	34880484	34880388	105.551583175002	1	34880234	34880484	34880388
1	34953845	34954126	34953960	96.19715150059	1	34953845	34954126	34953960
1	35330685	35330823	35330760	31.8	1	35330685	35330823	35330760
1	35719883	35720234	35720072	322	3	35719883	35720234	35720072
1	35778871	35779219	35779056	162.733333333333	2	35778871	35779219	35779056
1	35823172	35823424	35823320	272.266666666667	3	35823172	35823424	35823320
1	35893423	35893768	35893576	282.353470185728	3	35893423	35893768	35893576
1	35937794	35938054	35937904	162.733333333333	2	35937794	35938054	35937904
1	35990531	35990694	35990632	58.1333333333333	1	35990531	35990694	35990632
1	36084138	36084350	36084248	45.8	1	36084138	36084350	36084248
1	36123011	36123423	36123196	780.913157693625	5	36123011	36123423	36123196
1	36129714	36129962	36129868	109.266666666667	1	36129714	36129962	36129868
1	36130088	36130326	36130212	109.266666666667	1	36130088	36130326	36130212
1	36130425	36130607	36130508	29.2666666666667	1	36130425	36130607	36130508
1	36131908	36132284	36132064	541.700457474561	4	36131908	36132284	36132064
1	36133105	36133321	36133160	73.8	1	36133105	36133321	36133160
1	36135248	36135410	36135324	29.2666666666667	1	36135248	36135410	36135324
1	36150687	36150937	36150892	100.066666666667	1	36150687	36150937	36150892
1	36166856	36167255	36167088	618.019128489824	4	36166856	36167255	36167088
1	36312043	36312239	36312080	44.1333333333333	1	36312043	36312239	36312080
1	36364794	36365178	36365064	130.2	2	36364794	36365178	36365064
1	36382825	36383120	36383008	203.319001182893	2	36382825	36383120	36383008
1	36427865	36428085	36428008	227.133333333333	2	36427865	36428085	36428008
1	36522553	36522674	36522628	39	1	36522553	36522674	36522628
1	36522768	36523092	36522956	100.066666666667	1	36522768	36523092	36522956
1	36527135	36527414	36527248	235.866666666667	2	36527135	36527414	36527248
1	36542030	36542256	36542112	136	2	36542030	36542256	36542112
1	36583850	36584025	36583896	60	1	36583850	36584025	36583896
1	36593012	36593197	36593056	51.1145989336111	1	36593012	36593197	36593056
1	36596159	36596404	36596348	429.661244825521	3	36596159	36596404	36596348
1	36661306	36661697	36661500	459.20077410282	4	36661306	36661697	36661500
1	36748260	36748394	36748300	29.2666666666667	1	36748260	36748394	36748300
1	36837756	36837969	36837864	199.388473706237	2	36837756	36837969	36837864
1	36918668	36918902	36918768	227.133333333333	2	36918668	36918902	36918768
1	36923325	36923464	36923380	33.2666666666667	1	36923325	36923464	36923380
1	36931672	36932178	36931988	948.129627845005	6	36931672	36932178	36931988
1	36971434	36971628	36971540	30.4	1	36971434	36971628	36971540
1	36993889	36994083	36994016	126.266666666667	2	36993889	36994083	36994016
1	37033665	37034138	37033852	435.666666666667	3	37033665	37034138	37033852
1	37082298	37082543	37082416	100.066666666667	1	37082298	37082543	37082416
1	37083275	37083421	37083316	77.3148496517	1	37083275	37083421	37083316
1	37085909	37086098	37086024	70.1333333333333	1	37085909	37086098	37086024
1	37098065	37098355	37098156	215.466666666667	2	37098065	37098355	37098156
1	37113687	37114010	37113876	323.705676751782	3	37113687	37114010	37113876
1	37287977	37288363	37288168	410.265975991587	3	37287977	37288363	37288168
1	37288493	37288716	37288552	39	1	37288493	37288716	37288552
1	37357617	37357890	37357728	211.133333333333	2	37357617	37357890	37357728
1	37360731	37360920	37360812	45.8	1	37360731	37360920	37360812
1	37398254	37398539	37398416	618.019128489824	4	37398254	37398539	37398416
1	37398714	37399101	37398964	245.8	2	37398714	37399101	37398964
1	37403145	37403450	37403296	314.8	3	37403145	37403450	37403296
1	37404041	37404451	37404304	780.913157693625	5	37404041	37404451	37404304
1	37407914	37408445	37408048	366.266666666667	3	37407914	37408445	37408048
1	37417735	37417945	37417864	117.133333333333	2	37417735	37417945	37417864
1	37419057	37419144	37419104	26.9333333333333	1	37419057	37419144	37419104
1	37436648	37436789	37436696	26.9333333333333	1	37436648	37436789	37436696
1	37625325	37625655	37625496	565.273260711173	4	37625325	37625655	37625496
1	37668005	37668270	37668164	75.6	1	37668005	37668270	37668164
1	38054026	38054254	38054140	335	3	38054026	38054254	38054140
1	38167067	38167289	38167212	96.19715150059	1	38167067	38167289	38167212
1	38175496	38175798	38175640	107.466666666667	1	38175496	38175798	38175640
1	38181193	38181523	38181356	183.8	2	38181193	38181523	38181356
1	38232908	38233334	38233112	957.16689632253	6	38232908	38233334	38233112
1	38298318	38298564	38298440	217.34978224325	2	38298318	38298564	38298440
1	38298663	38298836	38298768	63.3333333333333	1	38298663	38298836	38298768
1	38316825	38317013	38316976	52.8	1	38316825	38317013	38316976
1	38365447	38365592	38365520	23.8666666666667	1	38365447	38365592	38365520
1	38365633	38365761	38365720	30.4	1	38365633	38365761	38365720
1	38415200	38415351	38415304	40.5333333333333	1	38415200	38415351	38415304
1	38506300	38506564	38506424	52.8	1	38506300	38506564	38506424
1	38763111	38763254	38763196	82.7333333333333	1	38763111	38763254	38763196
1	38921233	38921508	38921400	189.6	2	38921233	38921508	38921400
1	39044135	39044325	39044192	63.3333333333333	1	39044135	39044325	39044192
1	39072397	39072835	39072588	479.963725836732	4	39072397	39072835	39072588
1	39082074	39082373	39082236	304.088095748993	3	39082074	39082373	39082236
1	39124843	39125158	39124972	620.276815402237	4	39124843	39125158	39124972
1	39143168	39143393	39143344	37.6	1	39143168	39143393	39143344
1	39159886	39160128	39160072	30.4	1	39159886	39160128	39160072
1	39162441	39162621	39162584	36	1	39162441	39162621	39162584
1	39200499	39200865	39200704	783.261088947995	5	39200499	39200865	39200704
1	39244003	39244184	39244076	77.3148496517	1	39244003	39244184	39244076
1	39359270	39359509	39359376	70.1333333333333	1	39359270	39359509	39359376
1	39370259	39370516	39370384	160.83909114751	2	39370259	39370516	39370384
1	39482317	39482735	39482552	785.58259104719	5	39482317	39482735	39482552
1	39490890	39491414	39491040	532.526804032625	4	39490890	39491414	39491040
1	39509143	39509466	39509324	180.466666666667	2	39509143	39509466	39509324
1	39515142	39515332	39515244	54.4666666666667	1	39515142	39515332	39515244
1	39533230	39533510	39533364	331.2	3	39533230	39533510	39533364
1	39572291	39572476	39572372	26.9333333333333	1	39572291	39572476	39572372
1	39628542	39628773	39628664	101.933333333333	1	39628542	39628773	39628664
1	39634217	39634611	39634400	1092.94481370738	7	39634217	39634611	39634400
1	39635248	39635737	39635412	512.010164606531	4	39635248	39635737	39635412
1	39650772	39651105	39650972	183.8	2	39650772	39651105	39650972
1	39668982	39669207	39669024	51.1145989336111	1	39668982	39669207	39669024
1	39709959	39710082	39710044	25.8	1	39709959	39710082	39710044
1	39926767	39927106	39926884	134	2	39926767	39927106	39926884
1	39945888	39946073	39945992	36	1	39945888	39946073	39945992
1	39955663	39955776	39955724	52.8	1	39955663	39955776	39955724
1	39959709	39960082	39959880	387.817475059113	3	39959709	39960082	39959880
1	40173374	40173606	40173484	159	2	40173374	40173606	40173484
1	40185452	40185637	40185596	72	1	40185452	40185637	40185596
1	40189591	40189917	40189760	211.133333333333	2	40189591	40189917	40189760
1	40212924	40213280	40213076	417.755628790567	3	40212924	40213280	40213076
1	40220931	40221178	40221096	94.0666666666667	1	40220931	40221178	40221096
1	40221351	40221486	40221392	39	1	40221351	40221486	40221392
1	40228996	40229214	40229060	151.466666666667	2	40228996	40229214	40229060
1	40231913	40232294	40232104	746.090362710104	5	40231913	40232294	40232104
1	40232724	40233084	40232904	776.749953865458	5	40232724	40233084	40232904
1	40236394	40236758	40236624	406.81268760453	3	40236394	40236758	40236624
1	40237714	40237981	40237864	225.266666666667	2	40237714	40237981	40237864
1	40244711	40245056	40244904	262.733178526126	3	40244711	40245056	40244904
1	40276536	40276703	40276664	52.8	1	40276536	40276703	40276664
1	40281726	40281823	40281784	26.9333333333333	1	40281726	40281823	40281784
1	40281944	40282200	40282108	160.83909114751	2	40281944	40282200	40282108
1	40284580	40284871	40284728	138	2	40284580	40284871	40284728
1	40285906	40286282	40286096	1220.9848714373	8	40285906	40286282	40286096
1	40286623	40287010	40286840	193.666666666667	2	40286623	40287010	40286840
1	40293670	40293950	40293840	260.666666666667	3	40293670	40293950	40293840
1	40297629	40297844	40297696	79.1333333333333	1	40297629	40297844	40297696
1	40299629	40300002	40299788	554.733333333333	4	40299629	40300002	40299788
1	40322367	40322692	40322572	160.83909114751	2	40322367	40322692	40322572
1	40368634	40368848	40368700	64.9670527116064	1	40368634	40368848	40368700
1	40849967	40850123	40850008	30.4	1	40849967	40850123	40850008
1	41600452	41600633	41600536	72	1	41600452	41600633	41600536
1	41608542	41608833	41608720	291.733333333333	3	41608542	41608833	41608720
1	41613058	41613265	41613128	80.9333333333333	1	41613058	41613265	41613128
1	41615935	41616428	41616244	310.395346828709	3	41615935	41616428	41616244
1	41709469	41709838	41709748	141.866666666667	2	41709469	41709838	41709748
1	41733509	41733819	41733664	269.896258749115	3	41733509	41733819	41733664
1	42476615	42476737	42476680	23.3333333333333	1	42476615	42476737	42476680
1	42608661	42608865	42608752	79.1333333333333	1	42608661	42608865	42608752
1	42650278	42650463	42650384	33.2666666666667	1	42650278	42650463	42650384
1	42756556	42756775	42756704	100.066666666667	1	42756556	42756775	42756704
1	42922892	42923155	42923044	241.933333333333	2	42922892	42923155	42923044
1	43104205	43104364	43104248	103.6	1	43104205	43104364	43104248
1	43122980	43123165	43123068	33.2666666666667	1	43122980	43123165	43123068
1	43139855	43140130	43139996	72	1	43139855	43140130	43139996
1	43154991	43155390	43155192	166.733333333333	2	43154991	43155390	43155192
1	43214855	43215056	43214928	170.710805646646	2	43214855	43215056	43214928
1	43307198	43307422	43307272	64.9670527116064	1	43307198	43307422	43307272
1	43330149	43330464	43330364	276.493790812283	3	43330149	43330464	43330364
1	43334194	43334443	43334336	44.1333333333333	1	43334194	43334443	43334336
1	43362172	43362562	43362372	475.189729674039	4	43362172	43362562	43362372
1	43374914	43375033	43374988	39	1	43374914	43375033	43374988
1	43460302	43460494	43460340	30.4	1	43460302	43460494	43460340
1	43501538	43501658	43501608	58.1333333333333	1	43501538	43501658	43501608
1	43578410	43578667	43578448	126.266666666667	2	43578410	43578667	43578448
1	43591255	43591448	43591360	77.3148496517	1	43591255	43591448	43591360
1	43795068	43795309	43795196	72	1	43795068	43795309	43795196
1	44072407	44072663	44072512	61.5333333333333	1	44072407	44072663	44072512
1	44175887	44176064	44175984	61.5333333333333	1	44175887	44176064	44175984
1	44176922	44177023	44176972	24.8	1	44176922	44177023	44176972
1	44187163	44187314	44187236	23.8666666666667	1	44187163	44187314	44187236
1	44199614	44199905	44199728	191.733333333333	2	44199614	44199905	44199728
1	44632445	44632564	44632516	29.2666666666667	1	44632445	44632564	44632516
1	44633347	44633830	44633580	164.739062295815	2	44633347	44633830	44633580
1	45098758	45098891	45098844	26.9333333333333	1	45098758	45098891	45098844
1	45370935	45371086	45370992	54.4666666666667	1	45370935	45371086	45370992
1	45488879	45489221	45489004	597.529668146214	4	45488879	45489221	45489004
1	45644616	45644801	45644656	39	1	45644616	45644801	45644656
1	45889194	45889409	45889320	73.8	1	45889194	45889409	45889320
1	45925650	45925890	45925784	115	2	45925650	45925890	45925784
1	45929702	45929906	45929824	100.066666666667	1	45929702	45929906	45929824
1	45933823	45934028	45933888	66.6	1	45933823	45934028	45933888
1	45954933	45955245	45955108	414.397752582663	3	45954933	45955245	45955108
1	45958543	45958711	45958612	72	1	45958543	45958711	45958612
1	45961955	45962471	45962280	624.8	4	45961955	45962471	45962280
1	45977468	45977797	45977576	301.733333333333	3	45977468	45977797	45977576
1	45981380	45981718	45981532	479.963725836732	4	45981380	45981718	45981532
