chr	start	end	subNumb	polyNumb
chr1	16178651	16179024	2	3
chr1	16179190	16179542	2	3
chr1	16294668	16294933	2	4
chr1	16513817	16514264	10	2
chr1	16566065	16566188	15	N_VARIANTS
chr1	16608256	16608619	8	N_VARIANTS
chr1	16644618	16644873	5	N_VARIANTS
chr1	16645331	16645823	10	N_VARIANTS
chr1	16696635	16696916	5	2
chr1	16697146	16697591	4	N_VARIANTS
chr1	16708776	16709054	6	N_VARIANTS
chr1	16740494	16740957	10	N_VARIANTS
chr1	16764867	16765124	3	N_VARIANTS
chr1	16766040	16766358	3	N_VARIANTS
chr1	16884536	16884881	4	3
chr1	16896156	16896430	7	N_VARIANTS
chr1	17052123	17052302	2	2
chr1	17053966	17054422	6	4
chr1	17498252	17498408	3	1
chr1	17516875	17517322	2	5
chr1	17527534	17527773	2	1
chr1	17538069	17538301	3	2
chr1	17551915	17552215	3	1
chr1	17581488	17581855	3	3
chr1	17592011	17592407	2	2
chr1	17594155	17594512	3	3
chr1	17994068	17994374	3	8
chr1	18480327	18480662	6	7
chr1	18900285	18900706	4	7
chr1	18901208	18901507	2	3
chr1	18902837	18903087	5	8
chr1	19011121	19011511	3	4
chr1	19012362	19012742	2	2
chr1	19013699	19014109	3	4
chr1	19033248	19033544	3	5
chr1	19036111	19036433	5	5
chr1	19045821	19046222	7	9
chr1	19065867	19066100	4	3
chr1	19066354	19066546	2	1
chr1	19067106	19067589	3	4
chr1	19067617	19068136	3	2
chr1	19273211	19273561	2	4
chr1	19274140	19274368	2	3
chr1	19288713	19288998	3	4
chr1	19338247	19338494	4	3
chr1	19425652	19426013	3	N_VARIANTS
chr1	19436755	19437140	5	5
chr1	19466265	19466564	3	1
chr1	19815103	19815534	4	6
chr1	19816168	19816438	3	5
chr1	20154550	20154921	2	1
chr1	20183796	20184119	4	N_VARIANTS
chr1	20476442	20476810	2	3
chr1	20588673	20589110	3	7
chr1	20590449	20590865	5	5
chr1	20604693	20605096	6	6
chr1	21115143	21115554	2	4
chr1	21247936	21248187	7	2
chr1	21251808	21252282	2	1
chr1	21269687	21270075	2	2
chr1	21271590	21272018	7	7
chr1	21329350	21329760	3	5
chr1	21338587	21338981	3	1
chr1	21537713	21537928	2	2
chr1	21546114	21546532	4	4
chr1	21623649	21623950	3	3
chr1	21669688	21670061	3	N_VARIANTS
chr1	22259578	22260084	3	11
chr1	22348439	22348723	3	2
chr1	22359561	22359792	2	3
chr1	23478950	23479433	3	6
chr1	23727345	23727788	2	1
chr1	23776214	23776485	6	N_VARIANTS
chr1	23824711	23825021	2	N_VARIANTS
chr1	24119869	24120109	2	1
chr1	24120212	24120593	3	3
chr1	24184211	24184544	2	4
chr1	24187444	24187759	2	2
chr1	24541034	24541328	3	4
chr1	24549240	24549590	6	3
chr1	24552109	24552466	4	4
chr1	24610173	24610466	3	3
chr1	24717886	24718191	2	3
chr1	24745017	24745368	2	3
chr1	24767373	24767835	3	3
chr1	24783696	24784116	2	2
chr1	25168474	25168866	3	3
chr1	25423234	25423524	5	1
chr1	25425608	25426079	2	6
chr1	25458978	25459350	2	1
chr1	25573600	25573886	4	3
chr1	25600886	25601340	8	4
chr1	25682271	25682558	4	2
chr1	25819830	25820091	3	6
chr1	25871065	25871315	2	2
chr1	25998061	25998464	5	7
chr1	26075846	26076179	4	2
chr1	26225133	26225674	3	4
chr1	26233584	26233814	2	2
chr1	26233859	26234097	4	4
chr1	26432160	26432408	4	5
chr1	26621361	26621664	2	2
chr1	26809537	26809801	3	N_VARIANTS
chr1	26913861	26914668	3	5
chr1	26938016	26938602	4	3
chr1	27549391	27549706	3	2
chr1	27755909	27756143	2	1
chr1	28079356	28079694	4	3
chr1	28205299	28205584	2	N_VARIANTS
chr1	28236374	28236605	2	5
chr1	28249492	28249895	3	2
chr1	28263694	28263901	5	2
chr1	28282441	28282863	4	2
chr1	28284917	28285117	2	3
chr1	28290899	28291228	6	2
chr1	28296655	28297315	3	7
chr1	28313966	28314343	5	2
chr1	28369361	28369754	3	2
chr1	28370087	28370360	2	4
chr1	28648546	28648815	4	27
chr1	28983747	28984001	2	1
chr1	29146052	29146387	2	1
chr1	29181868	29182376	5	5
chr1	29258769	29259161	2	1
chr1	29304005	29304652	4	6
chr1	29469535	29469887	5	2
chr1	29786790	29787065	3	3
chr1	30386364	30386531	2	3
chr1	30663507	30663842	3	6
chr1	30822087	30822350	2	1
chr1	30985875	30986036	2	N_VARIANTS
chr1	31024736	31024999	3	2
chr1	31196747	31197024	2	2
chr1	31416353	31416660	2	4
chr1	31417104	31417564	2	5
chr1	31482628	31482868	4	4
chr1	31549776	31550085	2	3
chr1	31715179	31715504	3	1
chr1	31745126	31745468	4	2
chr1	31881591	31881903	2	2
chr1	31911022	31911379	2	N_VARIANTS
chr1	31938412	31938799	5	1
chr1	31940132	31940400	2	2
chr1	32013491	32013942	4	1
chr1	32104117	32104422	3	2
chr1	32178399	32178776	2	1
chr1	32406600	32406898	2	3
chr1	32733959	32734195	2	2
chr1	32737368	32737684	2	1
chr1	32814423	32814582	2	1
chr1	32904510	32904827	5	2
chr1	32920970	32921260	2	N_VARIANTS
chr1	32936017	32936400	2	3
chr1	32964754	32965062	4	2
chr1	33027036	33027475	3	3
chr1	33036804	33037234	2	2
chr1	33055646	33056030	2	4
chr1	33127190	33127644	2	2
chr1	33258010	33258360	2	3
chr1	33296054	33296273	2	1
chr1	34316823	34317141	2	4
chr1	34547113	34547384	2	4
chr1	34785480	34785919	6	6
chr1	34786604	34786830	2	2
chr1	35172055	35172311	4	5
chr1	35354743	35355006	2	2
chr1	35487111	35487348	2	1
chr1	35833508	35833747	2	1
chr1	36240173	36240546	2	4
chr1	36269048	36269307	3	2
chr1	36269382	36269746	3	3
chr1	37305192	37305432	2	1
chr1	37940442	37940753	2	4
chr1	38995080	38995291	2	3
chr1	39133020	39133276	2	2
chr1	39158263	39158586	3	1
chr1	39221320	39221561	3	1
chr1	39519450	39519796	3	N_VARIANTS
chr1	39766403	39766765	4	N_VARIANTS
chr1	39927475	39928035	7	6
chr1	39934228	39934853	3	5
chr1	39947236	39947634	2	4
chr1	39962126	39962410	3	5
chr1	40389915	40390490	2	5
chr1	40421682	40422320	2	5
chr1	40539504	40539729	3	1
chr1	40740108	40740394	2	3
chr1	40758583	40759059	2	4
chr1	40939754	40940112	3	9
chr1	41152735	41153111	2	4
chr1	41232347	41232659	2	2
chr1	41476723	41477080	4	1
chr1	42152217	42152623	2	2
chr1	42740450	42740718	2	1
chr1	43235746	43236008	2	6
chr1	43256629	43256872	2	2
chr1	43276781	43277129	3	N_VARIANTS
chr1	43277598	43278017	2	3
chr1	43282454	43282802	3	2
chr1	43312589	43313030	3	3
chr1	43313822	43314116	3	1
chr1	43545694	43546670	5	14
chr1	43552695	43553218	3	2
chr1	43671287	43671554	2	N_VARIANTS
chr1	44067657	44067930	2	1
chr1	44283478	44283947	7	1
chr1	44284109	44284528	4	1
chr1	44293748	44294337	3	2
chr1	44645444	44645796	3	5
chr1	44681814	44682451	3	4
chr1	44807201	44807606	2	1
chr1	45012036	45012249	3	1
chr1	45499866	45500414	2	6
chr1	45526236	45526461	2	2
chr1	45545631	45545945	2	2
chr1	45750595	45750912	2	4
chr1	45871566	45871805	2	N_VARIANTS
chr1	46003349	46003611	2	2
chr1	46198539	46198916	5	6
chr1	46941423	46941721	3	5
chr1	46942117	46942495	5	7
chr1	46948660	46949080	9	13
chr1	47128748	47129237	3	2
chr1	47137164	47137524	3	9
chr1	47479728	47480003	2	4
chr1	47697072	47697342	2	3
chr1	47913380	47913697	3	3
chr1	47919459	47919720	2	1
chr1	47963501	47964081	5	3
chr1	47969360	47969897	2	5
chr1	48062492	48062676	2	1
chr1	48671627	48671935	3	5
chr1	48679994	48680265	2	3
chr1	48680566	48681052	3	5
chr1	48686227	48686457	4	4
chr1	48946125	48946536	2	3
chr1	50213546	50213808	3	3
chr1	50214877	50215201	2	1
chr1	50747464	50747673	4	N_VARIANTS
chr1	51215951	51216195	3	1
chr1	51288633	51288963	3	N_VARIANTS
chr1	51622339	51622674	3	1
chr1	51726804	51727151	2	1
chr1	51729479	51729756	3	2
chr1	52698756	52698945	2	2
chr1	52703286	52703664	4	4
chr1	52737742	52738056	4	6
chr1	52906009	52906689	4	7
chr1	52907161	52907436	3	N_VARIANTS
chr1	52916502	52916976	3	3
chr1	52919646	52920251	2	2
chr1	52929038	52929386	4	1
chr1	53025248	53025430	2	4
chr1	53093030	53093263	5	2
chr1	53175534	53175835	2	1
chr1	53176554	53176923	3	2
chr1	53183378	53183816	6	5
chr1	53190377	53190694	3	6
chr1	53220541	53220817	2	3
chr1	53754835	53755064	2	1
chr1	53838074	53838379	5	3
chr1	53838435	53838795	3	3
chr1	53899251	53899686	3	5
chr1	53982382	53982667	2	3
chr1	54053203	54053605	3	5
chr1	54273167	54273741	3	5
chr1	54277315	54277795	3	6
chr1	54347971	54348260	3	2
chr1	54365088	54365340	3	N_VARIANTS
chr1	54425106	54425435	4	5
chr1	54483945	54484249	3	1
chr1	54623511	54623842	6	7
chr1	54649161	54649460	7	4
chr1	54864576	54864857	2	1
chr1	54867107	54867378	2	2
chr1	54885254	54885535	3	4
chr1	54919644	54919921	2	4
chr1	55044702	55044922	2	N_VARIANTS
chr1	55052768	55053133	3	8
chr1	55053301	55053939	4	11
chr1	55279719	55279932	2	1
chr1	55344666	55344884	4	4
chr1	55836189	55836441	2	1
chr1	56413657	56414128	4	7
chr1	56414766	56415214	2	5
chr1	56432561	56432985	5	5
chr1	56446507	56446920	4	6
chr1	56461287	56461736	2	8
chr1	56496191	56496429	2	1
chr1	56508293	56508911	7	7
chr1	56545703	56546194	6	6
chr1	56547979	56548424	2	4
chr1	56818762	56819146	3	5
chr1	56854480	56854857	2	5
chr1	56903806	56904093	2	3
chr1	56905736	56905973	2	1
chr1	56908537	56908972	4	6
chr1	56910414	56910972	2	4
chr1	56911392	56911894	5	14
chr1	56916083	56916394	3	5
chr1	56919746	56920137	3	4
chr1	56920662	56920933	2	3
chr1	56927252	56927497	3	4
chr1	56965967	56966397	3	4
chr1	56967382	56967651	2	4
chr1	56967872	56968142	2	5
chr1	56995857	56996057	2	1
chr1	57033552	57033992	2	2
chr1	57058724	57059040	3	5
chr1	57271231	57271616	3	3
chr1	57280179	57280597	4	5
chr1	57281388	57281787	4	3
chr1	57325195	57325569	2	5
chr1	58032454	58033157	6	1
chr1	58149513	58149779	2	1
chr1	58152790	58153111	4	1
chr1	58283512	58284034	3	6
chr1	58438530	58438843	2	3
chr1	58447179	58447480	4	4
chr1	58451880	58452164	2	6
chr1	58785694	58785967	2	4
chr1	58881489	58881886	4	6
chr1	58964963	58965121	5	2
chr1	58971527	58972064	2	1
chr1	59043805	59044174	4	3
chr1	59044834	59045032	5	3
chr1	59136684	59136938	2	2
chr1	59204047	59204372	2	3
chr1	59214686	59214923	3	2
chr1	59292667	59292915	2	4
chr1	59309376	59309736	2	3
chr1	59316040	59316389	4	4
chr1	59396498	59396790	2	2
chr1	59474611	59474810	2	1
chr1	59480247	59480618	2	4
chr1	59514926	59515141	2	1
chr1	59594141	59594417	4	2
chr1	59617479	59617792	2	2
chr1	59673901	59674186	2	2
chr1	59908634	59909070	5	2
chr1	59936351	59936861	4	8
chr1	59939500	59939835	6	4
chr1	60828971	60829306	3	1
chr1	60866791	60867135	2	N_VARIANTS
chr1	61120999	61121286	2	2
chr1	61213627	61213938	2	4
chr1	61215717	61216069	3	3
chr1	61319918	61320154	2	1
chr1	61974506	61974669	3	N_VARIANTS
chr1	62198784	62199068	3	2
chr1	62386409	62386678	2	2
chr1	62608987	62609322	2	1
chr1	62621932	62622308	2	6
chr1	62733839	62734149	3	N_VARIANTS
chr1	62869417	62869711	4	2
chr1	64421403	64421776	4	3
chr1	64437541	64437868	2	2
chr1	64536163	64536518	3	N_VARIANTS
chr1	64687558	64687755	2	1
chr1	64898169	64898424	2	1
chr1	64987363	64987648	2	2
chr1	65201778	65202125	2	5
chr1	65208550	65208961	2	2
chr1	65471148	65471778	2	2
chr1	65476487	65476643	4	2
chr1	65513087	65513355	5	3
chr1	66300657	66300903	2	1
chr1	66400195	66400512	2	1
chr1	66422791	66423263	6	16
chr1	67513857	67514291	2	8
chr1	67521956	67522504	4	8
chr1	67522805	67523184	3	2
chr1	67524528	67524796	2	3
chr1	67533277	67533567	2	4
chr1	67534567	67534932	3	4
chr1	67556057	67556331	3	6
chr1	67558139	67558344	3	4
chr1	67558931	67559217	2	3
chr1	67561882	67562079	2	1
chr1	67572044	67572288	4	2
chr1	67575970	67576205	2	N_VARIANTS
chr1	67632789	67633225	2	4
chr1	67686578	67686944	3	6
chr1	67715914	67716160	2	5
chr1	67741156	67741421	3	2
chr1	67760020	67760458	4	5
chr1	68143723	68143949	2	1
chr1	68205026	68205272	3	2
chr1	68796886	68797192	2	4
chr1	69269595	69269856	2	2
chr1	70410684	70411279	3	4
chr1	71918710	71918947	2	5
chr1	73334183	73334448	2	1
chr1	74593826	74594540	6	1
chr1	74731665	74731912	2	5
chr1	75725847	75726243	2	5
chr1	75785833	75786323	2	9
chr1	76673965	76674325	3	3
chr1	77159794	77160013	2	1
chr1	77219348	77219614	2	3
chr1	77779490	77779705	3	N_VARIANTS
chr1	78089062	78089362	2	4
chr1	78471548	78471818	2	2
chr1	78474161	78474384	2	1
chr1	79658331	79658609	2	3
chr1	80099747	80100085	2	5
chr1	80113483	80113731	3	3
chr1	80876135	80876384	3	1
chr1	81803864	81804096	3	1
chr1	81907625	81907902	2	3
chr1	82323221	82323496	2	1
chr1	83746228	83746511	3	1
chr1	83757079	83757402	3	7
chr1	83781766	83782004	2	2
chr1	83808639	83808885	2	1
chr1	83819015	83819267	2	2
chr1	83845498	83845820	3	3
chr1	83850921	83851199	2	3
chr1	84030999	84031215	2	2
chr1	84505295	84505562	2	3
chr1	85137710	85138043	3	1
chr1	85438364	85438713	3	5
chr1	86792807	86793387	4	5
chr1	86805881	86806274	2	6
chr1	86915946	86916207	2	1
chr1	87362814	87363188	3	2
chr1	88029225	88029484	2	2
chr1	88175643	88176132	2	9
chr1	88180502	88180770	2	5
chr1	88993078	88993256	2	2
chr1	89175907	89176260	2	2
chr1	89284978	89285312	2	N_VARIANTS
chr1	89358415	89358673	3	1
chr1	89836319	89836615	3	1
chr1	89836920	89837262	3	4
chr1	89871148	89871444	2	1
chr1	89887285	89887596	4	4
chr1	89989821	89990109	3	3
chr1	90779589	90779959	3	4
chr1	91065332	91065592	2	4
chr1	91121387	91121734	3	4
chr1	91129475	91129758	2	N_VARIANTS
chr1	91735379	91735605	2	5
chr1	91765355	91765644	2	1
chr1	91835091	91835301	3	1
chr1	92831906	92832120	2	5
chr1	93179607	93179872	2	2
chr1	93585070	93585499	3	6
chr1	93591719	93591978	2	1
chr1	93908759	93909001	3	1
chr1	94116483	94116702	3	4
chr1	94117222	94117478	7	2
chr1	94355544	94356035	3	4
chr1	94417977	94418421	3	2
chr1	94942253	94942502	3	1
chr1	94950062	94950379	2	1
chr1	94958035	94958426	6	2
chr1	94961683	94961978	3	6
chr1	95072656	95073125	7	7
chr1	95095962	95096372	2	4
chr1	95096442	95096858	2	5
chr1	95115756	95116176	5	8
chr1	95122123	95122677	4	4
chr1	95133700	95134152	3	7
chr1	95233245	95233646	3	4
chr1	95233919	95234193	3	5
chr1	95941531	95941789	3	1
chr1	96465575	96465835	2	1
chr1	96792273	96792583	2	3
chr1	97499754	97499998	2	1
chr1	98430166	98430554	3	2
chr1	99566514	99567055	4	7
chr1	99758958	99759482	3	7
chr1	100343872	100344139	3	1
chr1	100351301	100351904	3	5
chr1	100515772	100516074	4	3
chr1	100614652	100614899	4	2
chr1	100775579	100775822	2	1
chr1	101137636	101137933	3	3
chr1	101193760	101194104	4	6
chr1	103560531	103560727	2	N_VARIANTS
chr1	107198623	107198908	2	3
chr1	107493401	107493710	2	N_VARIANTS
chr1	108646929	108647178	2	1
chr1	108829667	108829998	2	2
chr1	109100029	109100243	3	4
chr1	109149945	109150240	4	3
chr1	109655986	109656255	5	4
chr1	109691846	109692169	3	9
chr1	109904348	109904708	3	3
chr1	109959995	109960480	2	4
chr1	110048279	110048521	3	1
chr1	110093152	110093342	2	1
chr1	110407566	110408176	4	8
chr1	111045312	111045526	2	1
chr1	111449211	111449482	4	3
chr1	111509149	111509718	4	8
chr1	111535796	111536114	3	4
chr1	111538680	111538987	3	1
chr1	111561363	111561706	2	1
chr1	111566059	111566303	4	N_VARIANTS
chr1	111619559	111619841	2	4
chr1	112698871	112699201	2	4
chr1	112805541	112805768	3	4
chr1	112923700	112923991	2	5
chr1	112994357	112994541	2	2
chr1	113027471	113027715	2	1
chr1	113292398	113293011	2	3
chr1	113394267	113394613	4	5
chr1	113480340	113480682	6	3
chr1	113508361	113508649	2	1
chr1	114435146	114435481	2	3
chr1	114453480	114453726	2	4
chr1	114720536	114720897	4	1
chr1	116122929	116123291	5	1
chr1	116153051	116153538	5	5
chr1	116273546	116273825	3	5
chr1	116289265	116289634	2	3
chr1	116316513	116316762	4	3
chr1	116333954	116334207	3	4
chr1	116337488	116337855	2	6
chr1	116379729	116380053	3	1
chr1	116393868	116394124	2	N_VARIANTS
chr1	116619215	116619475	3	1
chr1	116623083	116623440	2	1
chr1	116921548	116921822	2	1
chr1	117544802	117545154	3	3
chr1	117546531	117546806	2	3
chr1	117592236	117592609	2	3
chr1	117629921	117630340	2	3
chr1	117633461	117633844	3	5
chr1	117635894	117636171	3	3
chr1	117663607	117663860	6	3
chr1	117933846	117934128	2	2
chr1	118118520	118118830	2	5
chr1	118914403	118914597	3	N_VARIANTS
chr1	118951521	118951842	5	5
chr1	118958224	118958455	2	3
chr1	118963541	118964015	2	3
chr1	119303896	119304193	2	1
chr1	119341422	119341845	2	N_VARIANTS
chr1	119376686	119376945	3	6
chr1	119379094	119379502	2	2
chr1	119447432	119447722	3	4
chr1	119466490	119466733	3	4
chr1	119542440	119542916	2	3
chr1	119713030	119713246	3	2
chr1	119721979	119722212	3	4
chr1	119766428	119766792	3	6
chr1	119768841	119769139	3	1
chr1	119780029	119780436	2	4
chr1	119790464	119790804	2	4
chr1	119805211	119805547	2	3
chr1	119812004	119812335	3	1
chr1	120032199	120032752	3	N_VARIANTS
chr1	120130845	120131149	2	3
chr1	121519450	121519722	2	1
chr1	121522044	121522406	3	3
chr1	143729207	143729520	22	1
chr1	143730286	143730561	5	N_VARIANTS
chr1	143755980	143756285	3	3
chr1	143894635	143894865	2	N_VARIANTS
chr1	143894666	143894865	2	N_VARIANTS
chr1	145299864	145300098	3	N_VARIANTS
chr1	146990722	146990982	3	N_VARIANTS
chr1	147109824	147110154	2	2
chr1	147479850	147480308	3	7
chr1	147515474	147515820	3	3
chr1	148139368	148139858	11	N_VARIANTS
chr1	148139381	148139894	14	N_VARIANTS
chr1	148150053	148150389	11	N_VARIANTS
chr1	148150057	148150381	11	N_VARIANTS
chr1	148152116	148152405	2	N_VARIANTS
chr1	148424135	148424508	6	N_VARIANTS
chr1	148424170	148424499	4	N_VARIANTS
chr1	149094379	149094736	21	N_VARIANTS
chr1	149094426	149094738	19	N_VARIANTS
chr1	149899448	149899720	2	5
chr1	149939127	149939467	4	1
chr1	150020816	150021052	3	2
chr1	150021294	150021794	2	3
chr1	150383930	150384263	3	2
chr1	150410709	150411038	2	3
chr1	150667859	150668146	4	2
chr1	151008243	151008590	3	2
chr1	151013023	151013382	2	2
chr1	151165853	151166085	2	2
chr1	151265468	151265787	2	5
chr1	151266424	151266694	2	1
chr1	151311642	151311951	3	2
chr1	151368456	151369024	3	4
chr1	151547259	151547629	3	N_VARIANTS
chr1	151569860	151570131	2	4
chr1	151834349	151834663	2	3
chr1	152481937	152482165	4	4
chr1	152658626	152658977	5	1
chr1	152876889	152877150	3	2
chr1	152879872	152880164	3	1
chr1	152886117	152886449	2	4
chr1	153609266	153609575	3	3
chr1	153996208	153996462	2	1
chr1	154237319	154237806	2	1
chr1	154408425	154408726	3	5
chr1	154558771	154559048	2	N_VARIANTS
chr1	154616670	154617014	3	2
chr1	154931952	154932502	4	8
chr1	155105575	155106052	4	4
chr1	155107321	155107661	3	2
chr1	155127136	155127538	5	5
chr1	155133768	155134074	2	2
chr1	155135037	155135420	7	1
chr1	155244648	155244865	9	1
chr1	155623452	155623734	4	1
chr1	155991104	155991453	4	3
chr1	156456469	156456853	2	1
chr1	156725834	156726090	2	2
chr1	156746726	156747228	4	4
chr1	156749641	156750118	2	4
chr1	157240468	157241136	8	10
chr1	157313181	157313750	3	7
chr1	157439422	157439868	3	4
chr1	159556980	159557259	3	3
chr1	159587475	159587817	3	7
chr1	159705606	159706015	6	5
chr1	159711981	159712769	5	5
chr1	159751996	159752600	4	9
chr1	159753271	159753878	4	5
chr1	159922896	159923106	2	4
chr1	159970856	159971408	4	3
chr1	159991672	159991872	3	N_VARIANTS
chr1	160264779	160265195	2	3
chr1	160284180	160284430	2	3
chr1	160639013	160639266	2	1
chr1	160759833	160760091	2	1
chr1	161021240	161021489	2	1
chr1	161091152	161091459	2	1
chr1	161224100	161224624	5	4
chr1	161238058	161238494	3	2
chr1	161244948	161245186	2	1
chr1	161255365	161255616	2	1
chr1	161677062	161677310	2	2
chr1	162131441	162131750	2	2
chr1	162131984	162132287	3	6
chr1	162152330	162152952	4	7
chr1	162197002	162197273	2	3
chr1	162206346	162206610	3	N_VARIANTS
chr1	162213393	162213882	2	N_VARIANTS
chr1	162235172	162235612	3	2
chr1	162360950	162361240	2	3
chr1	162365607	162366075	5	6
chr1	162372360	162372940	6	6
chr1	162388576	162388935	4	8
chr1	162596809	162597190	2	3
chr1	162687863	162688170	6	4
chr1	162719666	162720123	2	3
chr1	162740721	162741178	4	3
chr1	162790343	162790734	2	2
chr1	163230898	163231159	3	4
chr1	163293602	163293864	3	1
chr1	164558740	164559077	2	1
chr1	164683230	164683492	3	2
chr1	165179397	165179619	3	6
chr1	165234283	165234496	2	1
chr1	165248962	165249281	2	2
chr1	165598104	165598465	8	11
chr1	165680394	165680677	2	4
chr1	165738195	165738392	2	2
chr1	165768851	165769202	7	3
chr1	165910837	165911410	4	5
chr1	166874535	166874881	2	4
chr1	167876582	167876882	4	3
chr1	167917081	167917402	2	4
chr1	167936051	167936267	2	2
chr1	167974741	167975034	2	1
chr1	168042435	168042653	2	2
chr1	168178656	168179062	2	5
chr1	168179262	168179584	4	N_VARIANTS
chr1	168320187	168320446	3	3
chr1	168495623	168495865	2	2
chr1	168551738	168552016	2	2
chr1	168664547	168664741	2	5
chr1	169109791	169110079	2	2
chr1	169145290	169145550	2	4
chr1	169148490	169148970	2	4
chr1	169485107	169485378	2	1
chr1	169584751	169585082	3	1
chr1	169588842	169589070	2	1
chr1	169596382	169596674	3	1
chr1	169727363	169727659	3	1
chr1	169766070	169766334	3	5
chr1	169901153	169901462	2	N_VARIANTS
chr1	171083228	171083471	4	1
chr1	171087878	171088284	3	6
chr1	171090570	171090871	3	3
chr1	171142136	171142300	2	7
chr1	171160712	171161362	2	3
chr1	171210379	171210773	2	4
chr1	171257157	171257377	3	4
chr1	171344480	171344868	2	6
chr1	171485300	171485607	3	2
chr1	171653847	171654173	2	N_VARIANTS
chr1	172450620	172450830	2	5
chr1	172467528	172467812	2	4
